SNP,freq_alt,MAF,n_missing,pct_missing
X.9.1605,0.721725,0.278275,14,1.54
X.9.1606,0.909344,0.090656,8,0.88
X.9.1607,0.843484,0.156516,86,9.48
X.9.1608,0.855456,0.144544,18,1.98
X.9.1609,0.516093,0.483907,6,0.66
X2.712,0.630191,0.369809,16,1.76
X.9.1610,0.928731,0.071269,9,0.99
X.9.1611,0.806667,0.193333,7,0.77
X2.713,0.786748,0.213252,9,0.99
X.9.1612,0.804153,0.195847,16,1.76
X.9.1613,0.773184,0.226816,12,1.32
X2.714,0.77525,0.22475,6,0.66
X.9.1614,0.899001,0.100999,6,0.66
X.9.1615,0.862412,0.137588,53,5.84
X2.715,0.936737,0.063263,6,0.66
X.9.1616,0.980044,0.019956,5,0.55
X.9.1617,0.998337,0.001663,5,0.55
X.9.1618,0.999448,0.000552,1,0.11
X2.716,0.982737,0.017263,96,10.58
X.9.1619,0.989155,0.010845,31,3.42
X2.717,0.648107,0.351893,9,0.99
X.9.1620,0.746948,0.253052,6,0.66
X.9.1621,0.828714,0.171286,5,0.55
X2.718,0.981195,0.018805,3,0.33
X2.719,0.938333,0.061667,7,0.77
X.9.1622,0.727069,0.272931,13,1.43
X2.720,0.933149,0.066851,2,0.22
X.9.1623,0.934181,0.065819,3,0.33
X2.721,0.984427,0.015573,8,0.88
X.9.1624,0.873326,0.126674,11,1.21
X.9.1625,0.968923,0.031077,6,0.66
X.9.1626,0.510345,0.489655,37,4.08
X.9.1627,0.909745,0.090255,4,0.44
X.9.1628,0.655134,0.344866,11,1.21
X.9.1629,0.654404,0.345596,10,1.1
X2.722,0.999449,0.000551,0,0.0
X2.723,0.976615,0.023385,9,0.99
X.9.1630,0.873508,0.126492,69,7.61
X.9.1631,0.926991,0.073009,3,0.33
X1.209,0.917127,0.082873,2,0.22
X.9.1632,0.932175,0.067825,15,1.65
X.9.1633,0.93623,0.06377,21,2.32
X.9.1634,0.966704,0.033296,6,0.66
X.9.1635,0.796822,0.203178,26,2.87
X.9.1636,0.983391,0.016609,34,3.75
X.9.1637,0.999447,0.000553,3,0.33
X2.724,0.961283,0.038717,3,0.33
X.9.1638,0.884828,0.115172,4,0.44
X.9.1639,0.773072,0.226928,116,12.79
X.9.1640,0.907095,0.092905,19,2.09
X.9.1641,0.959911,0.040089,9,0.99
X2.725,0.938685,0.061315,10,1.1
X.9.1642,0.869816,0.130184,39,4.3
X.9.1643,0.97619,0.02381,4,0.44
X2.726,0.963455,0.036545,4,0.44
X.9.1644,0.628959,0.371041,23,2.54
X.9.1645,0.737218,0.262782,66,7.28
X2.727,0.829978,0.170022,13,1.43
X2.728,0.993363,0.006637,3,0.33
X2.729,0.999448,0.000552,2,0.22
X1.210,0.56648,0.43352,12,1.32
X2.730,0.759364,0.240636,26,2.87
X2.731,0.983352,0.016648,6,0.66
X2.732,0.817318,0.182682,12,1.32
X.9.1646,0.858011,0.141989,2,0.22
X2.733,0.865772,0.134228,13,1.43
X.9.1647,0.500557,0.499443,9,0.99
X.9.1648,0.942714,0.057286,8,0.88
X2.734,0.999445,0.000555,6,0.66
X2.735,0.803333,0.196667,7,0.77
X.9.1649,0.960773,0.039227,2,0.22
X.9.1650,0.96614,0.03386,21,2.32
X.9.1651,0.740022,0.259978,5,0.55
X0.32,0.911534,0.088466,14,1.54
X.9.1652,0.91314,0.08686,9,0.99
X.9.1653,0.74581,0.25419,12,1.32
X.9.1654,0.703437,0.296563,5,0.55
X.9.1655,0.730469,0.269531,11,1.21
X.9.1656,0.852286,0.147714,54,5.95
X2.736,0.999448,0.000552,2,0.22
X2.737,0.730812,0.269188,8,0.88
X1.211,0.845515,0.154485,4,0.44
X1.212,0.751765,0.248235,57,6.28
X.9.1657,0.952569,0.047431,148,16.32
X.9.1658,0.990566,0.009434,6,0.66
X.9.1659,0.688172,0.311828,70,7.72
X2.738,0.955832,0.044168,24,2.65
X.9.1660,0.87037,0.12963,664,73.21
X.9.1661,0.509202,0.490798,255,28.11
X.9.1662,0.99934,0.00066,149,16.43
X.9.1663,0.972656,0.027344,11,1.21
X.9.1664,0.961283,0.038717,3,0.33
X2.739,0.959116,0.040884,2,0.22
X2.740,0.961197,0.038803,5,0.55
X0.33,0.508869,0.491131,5,0.55
X.9.1665,0.666667,0.333333,16,1.76
X.9.1666,0.740782,0.259218,12,1.32
X.9.1667,0.794318,0.205682,27,2.98
X2.741,0.792368,0.207632,16,1.76
X.9.1668,0.929523,0.070477,6,0.66
X.9.1669,0.566667,0.433333,22,2.43
X.9.1670,0.562921,0.437079,17,1.87
X.9.1671,0.97561,0.02439,5,0.55
X2.742,0.952539,0.047461,1,0.11
X.9.1672,0.987613,0.012387,19,2.09
X.9.1673,0.829282,0.170718,2,0.22
X2.743,0.75139,0.24861,8,0.88
X.9.1674,0.878661,0.121339,190,20.95
X.9.1675,0.885455,0.114545,82,9.04
X.9.1676,0.964166,0.035834,14,1.54
X2.744,0.897108,0.102892,8,0.88
X2.745,0.77,0.23,7,0.77
X.9.1677,0.826689,0.173311,4,0.44
X2.746,0.963496,0.036504,3,0.33
X1.213,0.508427,0.491573,17,1.87
X.9.1678,0.946903,0.053097,3,0.33
X2.747,0.92713,0.07287,15,1.65
X.9.1679,0.727575,0.272425,4,0.44
X.9.1680,0.545402,0.454598,48,5.29
X.9.1681,0.998861,0.001139,29,3.2
X.9.1682,0.999448,0.000552,2,0.22
X.9.1683,0.754435,0.245565,5,0.55
X0.34,0.656977,0.343023,47,5.18
X2.748,0.980599,0.019401,5,0.55
X.9.1684,0.753804,0.246196,184,20.29
X.9.1685,0.742058,0.257942,120,13.23
X.9.1686,0.984513,0.015487,3,0.33
X.9.1687,0.563158,0.436842,337,37.16
X.9.1688,0.914045,0.085955,17,1.87
X2.749,0.91796,0.08204,5,0.55
X.9.1689,0.706995,0.293005,35,3.86
X2.750,0.59382,0.40618,17,1.87
X.9.1690,0.585747,0.414253,44,4.85
X.9.1691,0.982183,0.017817,9,0.99
X2.751,0.999429,0.000571,31,3.42
X.9.1692,0.772137,0.227863,60,6.62
X2.752,0.942414,0.057586,4,0.44
X2.753,0.976744,0.023256,4,0.44
X2.754,0.991141,0.008859,4,0.44
X.9.1693,0.93819,0.06181,1,0.11
X.9.1694,0.5,0.5,21,2.32
X.9.1695,0.813953,0.186047,47,5.18
X1.214,0.912633,0.087367,60,6.62
X2.755,0.70908,0.29092,70,7.72
X.9.1696,0.877304,0.122696,39,4.3
X.9.1697,0.799435,0.200565,22,2.43
X1.215,0.890055,0.109945,2,0.22
X.9.1698,0.900565,0.099435,22,2.43
X.9.1699,0.943031,0.056969,3,0.33
X2.756,0.979006,0.020994,2,0.22
X2.757,0.780973,0.219027,3,0.33
X.9.1700,0.9551,0.0449,5,0.55
X.9.1701,0.962402,0.037598,16,1.76
X.9.1702,0.948505,0.051495,4,0.44
X2.758,0.963875,0.036125,298,32.86
X.9.1703,0.929129,0.070871,11,1.21
X.9.1704,1.0,0.0,6,0.66
X2.759,0.743902,0.256098,5,0.55
X.9.1705,0.509476,0.490524,10,1.1
X1.216,0.593674,0.406326,85,9.37
X.9.1706,0.758583,0.241417,4,0.44
X.9.1707,0.860517,0.139483,18,1.98
X.9.1708,0.912556,0.087444,15,1.65
X.9.1709,0.95262,0.04738,10,1.1
X.9.1710,0.906215,0.093785,6,0.66
X.9.1711,0.873858,0.126142,31,3.42
X2.760,0.960162,0.039838,41,4.52
X.9.1712,0.976744,0.023256,4,0.44
X2.761,0.568309,0.431691,14,1.54
X.9.1713,0.952894,0.047106,26,2.87
X.9.1714,0.934831,0.065169,17,1.87
X2.762,0.874861,0.125139,8,0.88
X2.763,0.980903,0.019097,43,4.74
X.9.1715,0.945243,0.054757,3,0.33
X.9.1716,0.708102,0.291898,6,0.66
X2.764,0.973451,0.026549,3,0.33
X1.217,0.665345,0.334655,24,2.65
X2.765,0.997525,0.002475,99,10.92
X.9.1717,0.912027,0.087973,9,0.99
X.9.1718,0.991141,0.008859,4,0.44
X.9.1719,0.928331,0.071669,14,1.54
X.9.1720,0.917127,0.082873,2,0.22
X.9.1721,0.829143,0.170857,32,3.53
X2.766,0.999417,0.000583,49,5.4
X.9.1722,0.971792,0.028208,3,0.33
X.9.1723,0.985066,0.014934,3,0.33
X.9.1724,0.986203,0.013797,1,0.11
X.9.1725,0.993363,0.006637,3,0.33
X2.767,0.571429,0.428571,11,1.21
X2.768,0.980663,0.019337,2,0.22
X.9.1726,0.928492,0.071508,5,0.55
X.9.1727,0.917035,0.082965,3,0.33
X.9.1728,0.997748,0.002252,19,2.09
X.9.1729,0.579621,0.420379,9,0.99
X.9.1730,0.734773,0.265227,4,0.44
X.9.1731,0.95039,0.04961,10,1.1
X.9.1732,0.757254,0.242746,11,1.21
X.9.1733,0.897207,0.102793,12,1.32
X.9.1734,0.924309,0.075691,2,0.22
X2.769,0.923503,0.076497,5,0.55
X2.770,0.999449,0.000551,0,0.0
X.9.1735,0.915621,0.084379,30,3.31
X1.218,0.967403,0.032597,2,0.22
X2.771,0.663889,0.336111,7,0.77
X.9.1736,0.867713,0.132287,15,1.65
X2.772,0.999448,0.000552,1,0.11
X2.773,0.849711,0.150289,42,4.63
X2.774,0.986736,0.013264,40,4.41
X.9.1737,0.975556,0.024444,7,0.77
X.9.1738,0.818687,0.181313,8,0.88
X2.775,0.960773,0.039227,2,0.22
X.9.1739,0.883666,0.116334,56,6.17
X2.776,0.707222,0.292778,7,0.77
X2.777,0.91147,0.08853,9,0.99
X2.778,0.931208,0.068792,13,1.43
X.9.1740,0.995152,0.004848,82,9.04
X2.779,0.96064,0.03936,94,10.36
X.9.1741,0.510112,0.489888,17,1.87
X2.780,0.958472,0.041528,4,0.44
X2.781,0.835563,0.164437,10,1.1
X2.782,0.997235,0.002765,3,0.33
X2.783,0.650276,0.349724,2,0.22
X.9.1742,0.748886,0.251114,9,0.99
X.9.1743,0.906977,0.093023,4,0.44
X2.784,0.945312,0.054688,11,1.21
X.9.1744,0.816519,0.183481,5,0.55
X1.219,0.878084,0.121916,218,24.04
X2.785,0.976821,0.023179,1,0.11
X.9.1745,0.817237,0.182763,89,9.81
X.9.1746,0.905696,0.094304,117,12.9
X1.220,0.7697,0.2303,6,0.66
X2.786,0.762598,0.237402,14,1.54
X2.787,0.529178,0.470822,153,16.87
X2.788,0.825421,0.174579,254,28.0
X.9.1747,0.943878,0.056122,25,2.76
X2.789,0.999443,0.000557,10,1.1
X.9.1748,0.907982,0.092018,5,0.55
X1.221,0.695773,0.304227,8,0.88
X.9.1749,0.906114,0.093886,220,24.26
X2.790,0.999448,0.000552,2,0.22
X.9.1750,0.960599,0.039401,6,0.66
X.9.1751,1.0,0.0,2,0.22
X.9.1752,0.955964,0.044036,10,1.1
X.9.1753,0.96729,0.03271,51,5.62
X.9.1754,0.859375,0.140625,203,22.38
X1.222,0.5,0.5,8,0.88
X2.791,0.999449,0.000551,0,0.0
X.9.1755,0.994972,0.005028,12,1.32
X.9.1756,0.953515,0.046485,25,2.76
X.9.1757,0.999445,0.000555,6,0.66
X2.792,0.995022,0.004978,3,0.33
X.9.1758,0.999444,0.000556,7,0.77
X.9.1759,0.752503,0.247497,8,0.88
X.9.1760,0.504598,0.495402,37,4.08
X.9.1761,0.709276,0.290724,23,2.54
X2.793,0.895667,0.104333,30,3.31
X.9.1762,0.655634,0.344366,197,21.72
X1.223,0.747508,0.252492,4,0.44
X2.794,0.751689,0.248311,19,2.09
X.9.1763,0.683252,0.316748,83,9.15
X.9.1764,0.95283,0.04717,6,0.66
X0.35,0.626437,0.373563,37,4.08
X2.795,0.893452,0.106548,6,0.66
X2.796,0.795987,0.204013,10,1.1
X2.797,0.635301,0.364699,9,0.99
X2.798,0.632699,0.367301,14,1.54
X2.799,0.886971,0.113029,9,0.99
X.9.1765,0.840757,0.159243,9,0.99
X2.800,0.933702,0.066298,2,0.22
X.9.1766,0.753509,0.246491,337,37.16
X.9.1767,0.705882,0.294118,873,96.25
X.9.1768,0.985619,0.014381,3,0.33
X.9.1769,0.973436,0.026564,60,6.62
X.9.1770,0.820399,0.179601,5,0.55
X.9.1771,0.999444,0.000556,8,0.88
X.9.1772,0.752497,0.247503,6,0.66
X2.801,0.950221,0.049779,3,0.33
X2.802,0.989498,0.010502,50,5.51
X1.224,0.575964,0.424036,25,2.76
X.9.1773,0.881006,0.118994,12,1.32
X.9.1774,0.985017,0.014983,6,0.66
X.9.1775,0.854535,0.145465,3,0.33
X.9.1776,0.882517,0.117483,9,0.99
X.9.1777,0.891907,0.108093,5,0.55
X2.803,0.8398,0.1602,5,0.55
X.9.1778,0.730813,0.269187,21,2.32
X2.804,0.941111,0.058889,7,0.77
X.9.1779,0.987074,0.012926,56,6.17
X.9.1780,0.646897,0.353103,182,20.07
X2.805,0.960246,0.039754,14,1.54
X.9.1781,0.977411,0.022589,88,9.7
X.9.1782,0.648004,0.351996,5,0.55
X.9.1783,0.882647,0.117353,8,0.88
X2.806,0.852338,0.147662,30,3.31
X2.807,0.987845,0.012155,2,0.22
X.9.1784,0.874856,0.125144,40,4.41
X2.808,0.947339,0.052661,5,0.55
X.9.1785,0.951342,0.048658,13,1.43
X.9.1786,0.967706,0.032294,9,0.99
X1.225,0.659527,0.340473,230,25.36
X.9.1787,0.584727,0.415273,10,1.1
X.9.1788,0.901456,0.098544,14,1.54
X.9.1789,0.706916,0.293084,25,2.76
X.9.1790,0.594828,0.405172,37,4.08
X.9.1791,0.505051,0.494949,16,1.76
X.9.1792,0.652348,0.347652,34,3.75
X.9.1793,0.972472,0.027528,17,1.87
X.9.1794,0.965922,0.034078,56,6.17
X.9.1795,0.901376,0.098624,35,3.86
X1.226,0.809618,0.190382,148,16.32
X.9.1796,0.839286,0.160714,39,4.3
X.9.1797,0.987165,0.012835,11,1.21
X.9.1798,0.744816,0.255184,39,4.3
X.9.1799,0.757665,0.242335,59,6.5
X.9.1800,0.984571,0.015429,32,3.53
X.9.1801,0.656144,0.343856,20,2.21
X.9.1802,0.65604,0.34396,13,1.43
X1.227,0.905056,0.094944,17,1.87
X.9.1803,0.982386,0.017614,27,2.98
X.9.1804,0.727873,0.272127,150,16.54
X2.809,0.662993,0.337007,45,4.96
X2.810,0.817673,0.182327,13,1.43
X1.228,0.820791,0.179209,123,13.56
X.9.1805,0.999417,0.000583,49,5.4
X.9.1806,0.948333,0.051667,7,0.77
X2.811,0.937063,0.062937,49,5.4
X.9.1807,0.519274,0.480726,25,2.76
X.9.1808,0.946488,0.053512,10,1.1
X.9.1809,0.946367,0.053633,40,4.41
X.9.1810,0.981768,0.018232,2,0.22
X.9.1811,0.931151,0.068849,21,2.32
X.9.1812,0.955752,0.044248,3,0.33
X.9.1813,0.865854,0.134146,5,0.55
X2.812,0.967439,0.032561,1,0.11
X2.813,0.714286,0.285714,39,4.3
X.9.1814,0.627494,0.372506,5,0.55
X2.814,0.665556,0.334444,7,0.77
X1.229,0.915929,0.084071,3,0.33
X1.230,0.541203,0.458797,9,0.99
X.9.1815,0.820542,0.179458,21,2.32
X0.36,0.50558,0.49442,11,1.21
X.9.1816,0.954596,0.045404,4,0.44
X2.815,0.898343,0.101657,2,0.22
X.9.1817,0.89823,0.10177,3,0.33
X.9.1818,0.983817,0.016183,11,1.21
X2.816,0.999415,0.000585,52,5.73
X.9.1819,0.7951,0.2049,9,0.99
X.9.1820,0.960817,0.039183,1,0.11
X.9.1821,0.999448,0.000552,1,0.11
X.9.1822,0.98011,0.01989,2,0.22
X.9.1823,0.980984,0.019016,13,1.43
X2.817,0.947456,0.052544,3,0.33
X1.231,0.872636,0.127364,8,0.88
X1.232,0.863128,0.136872,12,1.32
X.9.1824,0.573415,0.426585,8,0.88
X.9.1825,0.634911,0.365089,62,6.84
X1.233,0.621788,0.378212,12,1.32
X.9.1826,0.63083,0.36917,28,3.09
X1.234,0.987122,0.012878,14,1.54
X.9.1827,0.84271,0.15729,36,3.97
X.9.1828,0.779775,0.220225,17,1.87
X.9.1829,0.999448,0.000552,2,0.22
X.9.1830,0.756805,0.243195,62,6.84
X.9.1831,0.944727,0.055273,120,13.23
X.9.1832,0.829365,0.170635,25,2.76
X2.818,0.972958,0.027042,1,0.11
X.9.1833,0.727273,0.272727,896,98.79
X.9.1834,0.76573,0.23427,17,1.87
X.9.1835,0.93757,0.06243,10,1.1
X.9.1836,0.938196,0.061804,9,0.99
X.9.1837,0.911765,0.088235,6,0.66
X2.819,0.534286,0.465714,32,3.53
X.9.1838,0.963401,0.036599,19,2.09
X.9.1839,0.833704,0.166296,8,0.88
X.9.1840,0.810164,0.189836,51,5.62
X.9.1841,0.950221,0.049779,3,0.33
X.9.1842,0.967331,0.032669,4,0.44
X.9.1843,0.588633,0.411367,168,18.52
X.9.1844,0.607701,0.392299,11,1.21
X2.820,0.970133,0.029867,3,0.33
X1.235,0.725446,0.274554,11,1.21
X.9.1845,0.646733,0.353267,4,0.44
X2.821,0.923503,0.076497,5,0.55
X.9.1846,0.500573,0.499427,35,3.86
X2.822,0.971897,0.028103,53,5.84
X.9.1847,0.834479,0.165521,34,3.75
X.9.1848,0.986111,0.013889,7,0.77
X.9.1849,0.671031,0.328969,296,32.64
X.9.1850,0.888639,0.111361,18,1.98
X2.823,0.909192,0.090808,4,0.44
X2.824,0.897124,0.102876,3,0.33
X2.825,0.892146,0.107854,3,0.33
X.9.1851,0.873614,0.126386,5,0.55
X.9.1852,0.891593,0.108407,3,0.33
X0.37,0.55735,0.44265,9,0.99
X1.236,0.509403,0.490597,3,0.33
X.9.1853,0.97216,0.02784,9,0.99
X.9.1854,0.947299,0.052701,148,16.32
X2.826,0.865962,0.134038,8,0.88
X2.827,0.971207,0.028793,4,0.44
X.9.1855,0.986681,0.013319,6,0.66
X2.828,0.870516,0.129484,15,1.65
X1.237,0.643665,0.356335,23,2.54
X.9.1856,0.934444,0.065556,7,0.77
X2.829,0.977044,0.022956,14,1.54
X.9.1857,0.963768,0.036232,10,1.1
X.9.1858,0.95898,0.04102,5,0.55
X.9.1859,0.952009,0.047991,11,1.21
X1.238,0.592414,0.407586,182,20.07
X.9.1860,0.784104,0.215896,20,2.21
X.9.1861,0.87809,0.12191,17,1.87
X.9.1862,0.859322,0.140678,22,2.43
X1.239,0.749723,0.250277,6,0.66
X.9.1863,0.600336,0.399664,15,1.65
X2.830,1.0,0.0,90,9.92
X.9.1864,0.968473,0.031527,3,0.33
X.9.1865,0.957222,0.042778,7,0.77
X.9.1866,0.983184,0.016816,15,1.65
X2.831,0.999432,0.000568,26,2.87
X2.832,0.997788,0.002212,3,0.33
X.9.1867,0.887472,0.112528,5,0.55
X.9.1868,0.692778,0.307222,7,0.77
X.9.1869,0.977876,0.022124,3,0.33
X2.833,0.999433,0.000567,25,2.76
X.9.1870,0.818182,0.181818,5,0.55
X.9.1871,0.987678,0.012322,136,14.99
X.9.1872,0.993341,0.006659,6,0.66
X.9.1873,0.88206,0.11794,4,0.44
X2.834,0.976217,0.023783,3,0.33
X1.240,0.537222,0.462778,7,0.77
X.9.1874,0.980534,0.019466,8,0.88
X.9.1875,0.86715,0.13285,79,8.71
X.9.1876,0.856195,0.143805,3,0.33
X2.835,0.923333,0.076667,7,0.77
X2.836,0.778382,0.221618,79,8.71
X2.837,0.773227,0.226773,89,9.81
X.9.1877,0.939464,0.060536,48,5.29
X2.838,0.992546,0.007454,35,3.86
X.9.1878,0.922013,0.077987,3,0.33
X.9.1879,0.999443,0.000557,9,0.99
X.9.1880,0.742941,0.257059,57,6.28
X.9.1881,0.709732,0.290268,13,1.43
X.9.1882,0.971951,0.028049,87,9.59
X.9.1883,0.633484,0.366516,23,2.54
X2.839,0.966592,0.033408,9,0.99
X2.840,0.927283,0.072717,20,2.21
X.9.1884,0.93577,0.06423,4,0.44
X.9.1885,0.9036,0.0964,46,5.07
X.9.1886,0.858659,0.141341,12,1.32
X.9.1887,0.533067,0.466933,30,3.31
X2.841,0.86918,0.13082,5,0.55
X.9.1888,0.748892,0.251108,230,25.36
X.9.1889,0.901042,0.098958,331,36.49
X.9.1890,0.748009,0.251991,28,3.09
X.9.1891,0.863125,0.136875,107,11.8
X.9.1892,0.883601,0.116399,35,3.86
X.9.1893,0.733074,0.266926,6,0.66
X.9.1894,0.884316,0.115684,8,0.88
X1.241,0.815107,0.184893,20,2.21
X.9.1895,0.667781,0.332219,159,17.53
X.9.1896,0.987279,0.012721,3,0.33
X.9.1897,0.652993,0.347007,5,0.55
X.9.1898,0.956715,0.043285,6,0.66
X2.842,0.996681,0.003319,3,0.33
X0.38,0.722298,0.277702,176,19.4
X.9.1899,0.778271,0.221729,5,0.55
X.9.1900,0.829312,0.170688,78,8.6
X2.843,0.964844,0.035156,11,1.21
X.9.1901,0.796023,0.203977,27,2.98
X.9.1902,0.919695,0.080305,54,5.95
X.9.1903,0.917234,0.082766,25,2.76
X2.844,0.96073,0.03927,3,0.33
X2.845,0.957723,0.042277,20,2.21
X.9.1904,0.747712,0.252288,33,3.64
X.9.1905,0.91,0.09,7,0.77
X.9.1906,0.819149,0.180851,14,1.54
X.9.1907,0.999442,0.000558,11,1.21
X.9.1908,0.943584,0.056416,3,0.33
X2.846,0.909845,0.090155,3,0.33
X2.847,0.998337,0.001663,5,0.55
X2.848,0.999448,0.000552,2,0.22
X.9.1909,0.998686,0.001314,146,16.1
X2.849,0.95316,0.04684,21,2.32
X1.242,0.768124,0.231876,38,4.19
X.9.1910,0.912602,0.087398,169,18.63
X2.850,0.935216,0.064784,4,0.44
X2.851,0.803433,0.196567,4,0.44
X.9.1911,0.86056,0.13944,50,5.51
X.9.1912,0.544311,0.455689,72,7.94
X.9.1913,0.583055,0.416945,10,1.1
X.9.1914,0.548032,0.451968,43,4.74
X.9.1915,0.630656,0.369344,23,2.54
X.9.1916,0.633185,0.366815,6,0.66
X2.852,0.77809,0.22191,17,1.87
X.9.1917,0.78083,0.21917,15,1.65
X.9.1918,0.978477,0.021523,1,0.11
X2.853,0.944751,0.055249,2,0.22
X.9.1919,0.998857,0.001143,32,3.53
X.9.1920,0.740234,0.259766,139,15.33
X.9.1921,0.884018,0.115982,6,0.66
X.9.1922,0.55,0.45,877,96.69
X.9.1923,0.999445,0.000555,6,0.66
X2.854,0.999448,0.000552,1,0.11
X2.855,0.999449,0.000551,0,0.0
X.9.1924,0.985747,0.014253,30,3.31
X.9.1925,0.985635,0.014365,2,0.22
X2.856,0.907491,0.092509,26,2.87
X.9.1926,0.89917,0.10083,64,7.06
X.9.1927,0.843049,0.156951,15,1.65
X.9.1928,0.5934,0.4066,13,1.43
X.9.1929,0.526455,0.473545,151,16.65
X2.857,0.878456,0.121544,39,4.3
X2.858,0.885128,0.114872,6,0.66
X.9.1930,0.951057,0.048943,8,0.88
X1.243,0.659954,0.340046,38,4.19
X.9.1931,0.913991,0.086009,35,3.86
X2.859,0.925947,0.074053,9,0.99
X2.860,0.93352,0.06648,12,1.32
X2.861,0.999448,0.000552,2,0.22
X2.862,0.993827,0.006173,16,1.76
X.9.1932,0.530695,0.469305,288,31.75
X.9.1933,0.842653,0.157347,138,15.21
X2.863,0.999432,0.000568,26,2.87
X2.864,0.998346,0.001654,0,0.0
X.9.1934,0.999445,0.000555,6,0.66
X.9.1935,0.751387,0.248613,6,0.66
X1.244,0.674802,0.325198,149,16.43
X1.245,0.514501,0.485499,45,4.96
X2.865,0.959354,0.040646,9,0.99
X.9.1936,0.958427,0.041573,17,1.87
X1.246,0.675361,0.324639,6,0.66
X2.866,0.879955,0.120045,24,2.65
X1.247,0.849078,0.150922,39,4.3
X.9.1937,0.952935,0.047065,4,0.44
X.9.1938,0.666851,0.333149,5,0.55
X.9.1939,0.537851,0.462149,88,9.7
X2.867,0.947836,0.052164,6,0.66
X2.868,0.887151,0.112849,12,1.32
X2.869,0.563647,0.436353,35,3.86
X2.870,0.97305,0.02695,35,3.86
X.9.1940,0.934254,0.065746,2,0.22
X2.871,0.853439,0.146561,20,2.21
X.9.1941,0.99943,0.00057,30,3.31
X.9.1942,0.858173,0.141827,75,8.27
X.9.1943,0.590438,0.409562,39,4.3
X2.872,0.522297,0.477703,10,1.1
X.9.1944,1.0,0.0,10,1.1
X.9.1945,0.511693,0.488307,9,0.99
X2.873,0.873208,0.126792,0,0.0
X2.874,0.84375,0.15625,11,1.21
X2.875,0.986173,0.013827,3,0.33
X2.876,0.939579,0.060421,5,0.55
X2.877,0.989456,0.010544,6,0.66
X.9.1946,0.707995,0.292005,169,18.63
X.9.1947,0.686111,0.313889,7,0.77
X1.248,0.764808,0.235192,46,5.07
X.9.1948,0.753656,0.246344,18,1.98
X.9.1949,0.99889,0.00111,6,0.66
X1.249,0.776958,0.223042,26,2.87
X.9.1950,0.986996,0.013004,138,15.21
X.9.1951,0.69403,0.30597,36,3.97
X.9.1952,0.511364,0.488636,115,12.68
X.9.1953,0.776726,0.223274,9,0.99
X.9.1954,0.960687,0.039313,4,0.44
X.9.1955,0.868187,0.131813,8,0.88
X1.250,0.49778,0.49778,6,0.66
X.9.1956,0.969613,0.030387,2,0.22
X.9.1957,0.998341,0.001659,3,0.33
X2.878,0.961836,0.038164,3,0.33
X2.879,0.935,0.065,7,0.77
X.9.1958,0.873446,0.126554,22,2.43
X2.880,0.990449,0.009551,17,1.87
X.9.1959,0.958683,0.041317,72,7.94
X2.881,0.965955,0.034045,158,17.42
X1.251,0.717608,0.282392,4,0.44
X1.252,0.953488,0.046512,4,0.44
X.9.1960,0.991071,0.008929,11,1.21
X2.882,0.944383,0.055617,8,0.88
X2.883,0.778333,0.221667,7,0.77
X2.884,0.901024,0.098976,28,3.09
X.9.1961,0.702658,0.297342,4,0.44
X2.885,0.680493,0.319507,15,1.65
X.9.1962,0.999436,0.000564,20,2.21
X.9.1963,0.803776,0.196224,33,3.64
X2.886,0.90602,0.09398,93,10.25
X.9.1964,0.571987,0.428013,11,1.21
X.9.1965,0.791002,0.208998,29,3.2
X.9.1966,0.875991,0.124009,24,2.65
X.9.1967,0.950303,0.049697,82,9.04
X2.887,0.600224,0.399776,14,1.54
X.9.1968,0.743728,0.256272,70,7.72
X.9.1969,0.937824,0.062176,135,14.88
X.9.1970,0.831849,0.168151,9,0.99
X2.888,0.961326,0.038674,2,0.22
X.9.1971,0.785961,0.214039,38,4.19
X.9.1972,0.996032,0.003968,25,2.76
X.9.1973,0.986286,0.013714,32,3.53
X1.253,0.85473,0.14527,19,2.09
X.9.1974,0.947486,0.052514,12,1.32
X.9.1975,0.999446,0.000554,4,0.44
X2.889,0.881535,0.118465,8,0.88
X.9.1976,0.998884,0.001116,11,1.21
X2.890,0.996685,0.003315,2,0.22
X2.891,0.824074,0.175926,43,4.74
X.9.1977,0.812572,0.187428,40,4.41
X2.892,0.856502,0.143498,15,1.65
X2.893,0.999377,0.000623,104,11.47
X2.894,0.999442,0.000558,11,1.21
X.9.1978,0.967366,0.032634,49,5.4
X1.254,0.580589,0.419411,330,36.38
X.9.1979,0.712589,0.287411,65,7.17
X.9.1980,0.761905,0.238095,886,97.68
X2.895,0.985507,0.014493,10,1.1
X.9.1981,0.603471,0.396529,158,17.42
X.9.1982,0.89823,0.10177,3,0.33
X.9.1983,0.999334,0.000666,156,17.2
X1.255,0.500715,0.499285,208,22.93
X2.896,0.867301,0.132699,14,1.54
X.9.1984,0.826859,0.173141,6,0.66
X2.897,0.959757,0.040243,0,0.0
X.9.1985,0.665345,0.334655,24,2.65
X2.898,0.882091,0.117909,8,0.88
X.9.1986,0.995386,0.004614,40,4.41
X.9.1987,0.969333,0.030667,157,17.31
X.9.1988,0.956327,0.043673,14,1.54
X.9.1989,0.96882,0.03118,9,0.99
X.9.1990,0.955605,0.044395,6,0.66
X.9.1991,0.972769,0.027231,44,4.85
X2.899,0.983444,0.016556,1,0.11
